shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
4360095,44.857491,-93.127530,140016
4360095,44.857500,-93.127691,140017
4360095,44.857498,-93.127807,140018
4360095,44.857498,-93.127807,150001
4360095,44.857497,-93.127944,150002
4360095,44.857488,-93.128414,150003
4360095,44.857377,-93.128655,150004
4360095,44.857374,-93.129005,150005
4360095,44.857374,-93.129005,160001
4360095,44.857369,-93.129403,160002
4360095,44.857399,-93.129739,160003
4360095,44.857509,-93.130142,160004
4360095,44.857701,-93.130509,160005
4360095,44.857925,-93.130753,160006
4360095,44.858182,-93.130919,160007
4360095,44.858399,-93.130981,160008
4360095,44.859102,-93.131067,160009
4360095,44.859352,-93.131125,160010
4360095,44.859688,-93.131285,160011
4360095,44.859972,-93.131509,160012
4360095,44.860205,-93.131799,160013
4360095,44.860205,-93.131799,160014
4360095,44.860205,-93.131799,170001
4360095,44.860282,-93.131897,170002
4360095,44.860532,-93.132368,170003
4360095,44.860696,-93.132910,170004
4360095,44.860768,-93.133483,170005
4360095,44.860841,-93.135110,170006
4360095,44.860910,-93.136587,170007
4360095,44.860882,-93.136908,170008
4360095,44.860811,-93.137223,170009
4360095,44.860670,-93.137572,170010
4360095,44.860461,-93.137887,170011
4360095,44.859915,-93.138377,170012
4360095,44.859729,-93.138610,170013
4360095,44.859590,-93.138867,170014
4360095,44.859517,-93.139088,170015
4360095,44.859517,-93.139088,180001
4360095,44.859456,-93.139275,180002
4360095,44.858765,-93.143015,180003
4360095,44.858731,-93.143177,180004
4360095,44.858659,-93.143346,180005
4360095,44.858587,-93.143488,180006
4360095,44.858522,-93.143613,180007
4360095,44.858401,-93.143761,180008
4360095,44.858295,-93.143863,180009
4360095,44.858295,-93.143863,190001
4360095,44.858218,-93.143937,190002
4360095,44.859455,-93.147156,190003
4360095,44.859702,-93.147545,190004
4360095,44.859917,-93.147955,190005
4360095,44.860294,-93.148441,190006
4360095,44.860394,-93.148578,190007
4360095,44.860851,-93.149253,190008
4360095,44.861462,-93.149922,190009
4360095,44.861856,-93.150241,190010
4360095,44.862447,-93.150718,190011
4360095,44.863559,-93.151625,190012
4360095,44.863559,-93.151625,200001
4360095,44.863645,-93.151695,200002
4360095,44.864652,-93.152564,200003
4360095,44.865865,-93.153746,200004
4360095,44.865990,-93.153899,200005
4360095,44.865918,-93.154150,200006
4360095,44.865589,-93.155305,200007
4360095,44.865524,-93.156151,200008
4360095,44.865524,-93.156151,210001
4360095,44.865514,-93.156289,210002
4360095,44.865518,-93.159218,210003
4360095,44.865518,-93.159218,220001
4360095,44.865518,-93.159359,220002
4360095,44.865531,-93.162034,220003
4360095,44.865531,-93.162034,230001
4360095,44.865532,-93.162171,230002
4360095,44.865529,-93.166946,230003
4360095,44.865529,-93.166946,240001
4360095,44.865529,-93.167089,240002
4360095,44.866344,-93.167104,240003
4360095,44.866748,-93.167191,240004
4360095,44.868142,-93.167189,240005
4360095,44.868142,-93.167189,250001
4360095,44.868232,-93.167189,250002
4360095,44.869079,-93.167197,250003
4360095,44.870044,-93.167181,250004
4360095,44.871067,-93.166985,250005
4360095,44.871574,-93.166950,250006
4360095,44.871822,-93.166983,250007
4360095,44.872371,-93.167156,250008
4360095,44.872371,-93.167156,260001
4360095,44.872463,-93.167186,260002
4360095,44.873740,-93.163313,260003
4360095,44.873813,-93.163088,260004
4360095,44.873977,-93.163174,260005
4360095,44.874672,-93.163509,260006
4360095,44.875112,-93.163651,260007
4360095,44.875486,-93.163719,260008
